example_id                                        | status  | run_time        |
./spec/models/community_post_spec.rb[1:1:3]       | passed  | 0.00344 seconds |
./spec/models/community_post_spec.rb[1:1:4]       | passed  | 0.00279 seconds |
./spec/models/community_post_spec.rb[1:1:5]       | passed  | 0.00322 seconds |
./spec/models/community_post_spec.rb[1:2:1]       | passed  | 0.00117 seconds |
./spec/models/community_post_spec.rb[1:2:2]       | passed  | 0.00061 seconds |
./spec/models/community_post_spec.rb[1:2:3]       | passed  | 0.0162 seconds  |
./spec/models/community_post_spec.rb[1:3:1]       | passed  | 0.00529 seconds |
./spec/models/community_post_spec.rb[1:3:2]       | passed  | 0.00682 seconds |
./spec/models/community_post_spec.rb[1:3:3]       | passed  | 0.006 seconds   |
./spec/models/community_post_spec.rb[1:3:4]       | passed  | 0.00963 seconds |
./spec/models/conversation_spec.rb[1:1:1]         | passed  | 0.00578 seconds |
./spec/models/conversation_spec.rb[1:1:2]         | passed  | 0.00298 seconds |
./spec/models/conversation_spec.rb[1:1:3]         | passed  | 0.00285 seconds |
./spec/models/conversation_spec.rb[1:1:4]         | passed  | 0.00267 seconds |
./spec/models/conversation_spec.rb[1:2:1]         | passed  | 0.00596 seconds |
./spec/models/conversation_spec.rb[1:2:2]         | passed  | 0.00582 seconds |
./spec/models/conversation_spec.rb[1:2:3]         | passed  | 0.01252 seconds |
./spec/models/conversation_spec.rb[1:2:4]         | passed  | 0.01265 seconds |
./spec/models/conversation_spec.rb[1:3:1]         | passed  | 0.00636 seconds |
./spec/models/conversation_spec.rb[1:3:2]         | passed  | 0.00755 seconds |
./spec/models/conversation_spec.rb[1:4:1]         | passed  | 0.00679 seconds |
./spec/models/conversation_spec.rb[1:4:2]         | passed  | 0.00695 seconds |
./spec/models/conversation_spec.rb[1:4:3]         | passed  | 0.00886 seconds |
./spec/models/conversation_spec.rb[1:5:1]         | passed  | 0.00598 seconds |
./spec/models/conversation_spec.rb[1:5:2]         | passed  | 0.00919 seconds |
./spec/models/conversation_spec.rb[1:6:1]         | passed  | 0.01509 seconds |
./spec/models/conversation_spec.rb[1:6:2]         | passed  | 0.00984 seconds |
./spec/models/conversation_spec.rb[1:6:3]         | passed  | 0.01411 seconds |
./spec/models/conversation_spec.rb[1:7:1]         | passed  | 0.00728 seconds |
./spec/models/conversation_spec.rb[1:7:2]         | passed  | 0.00922 seconds |
./spec/models/conversation_spec.rb[1:7:3]         | passed  | 0.00774 seconds |
./spec/models/listing_spec.rb[1:1:1:1]            | passed  | 0.00298 seconds |
./spec/models/listing_spec.rb[1:1:2:1]            | passed  | 0.00381 seconds |
./spec/models/listing_spec.rb[1:1:3:1]            | passed  | 0.0036 seconds  |
./spec/models/listing_spec.rb[1:1:4:1]            | passed  | 0.00357 seconds |
./spec/models/listing_spec.rb[1:1:5:1]            | passed  | 0.00484 seconds |
./spec/models/listing_spec.rb[1:1:6:1]            | passed  | 0.00308 seconds |
./spec/models/listing_spec.rb[1:1:7:1]            | passed  | 0.0036 seconds  |
./spec/models/listing_spec.rb[1:2:1]              | passed  | 0.00064 seconds |
./spec/models/listing_spec.rb[1:2:2]              | passed  | 0.00166 seconds |
./spec/models/listing_spec.rb[1:3:1]              | passed  | 0.00708 seconds |
./spec/models/listing_spec.rb[1:3:2]              | passed  | 0.01279 seconds |
./spec/models/listing_spec.rb[1:4:1:1]            | passed  | 0.02383 seconds |
./spec/models/listing_spec.rb[1:4:2:1]            | passed  | 0.01989 seconds |
./spec/models/listing_spec.rb[1:5:1]              | passed  | 0.0146 seconds  |
./spec/models/listing_spec.rb[1:5:2]              | passed  | 0.01877 seconds |
./spec/models/listing_spec.rb[1:5:3]              | passed  | 0.01302 seconds |
./spec/models/listing_spec.rb[1:5:4]              | passed  | 0.01449 seconds |
./spec/models/listing_spec.rb[1:6:1]              | passed  | 0.00328 seconds |
./spec/models/listing_spec.rb[1:7:1]              | passed  | 0.00064 seconds |
./spec/models/listing_spec.rb[1:7:2]              | passed  | 0.00061 seconds |
./spec/models/message_spec.rb[1:1:1]              | passed  | 0.00615 seconds |
./spec/models/message_spec.rb[1:1:2]              | passed  | 0.0057 seconds  |
./spec/models/message_spec.rb[1:1:3]              | passed  | 0.00603 seconds |
./spec/models/message_spec.rb[1:1:4]              | passed  | 0.00599 seconds |
./spec/models/message_spec.rb[1:1:5]              | passed  | 0.00605 seconds |
./spec/models/message_spec.rb[1:2:1]              | passed  | 0.00982 seconds |
./spec/models/message_spec.rb[1:2:2]              | passed  | 0.01196 seconds |
./spec/models/message_spec.rb[1:3:1]              | passed  | 0.00772 seconds |
./spec/models/message_spec.rb[1:3:2]              | passed  | 0.03487 seconds |
./spec/models/message_spec.rb[1:3:3]              | passed  | 0.00861 seconds |
./spec/models/message_spec.rb[1:4:1]              | passed  | 1.01 seconds    |
./spec/models/user_spec.rb[1:1]                   | passed  | 0.0021 seconds  |
./spec/models/user_spec.rb[1:2]                   | passed  | 0.00225 seconds |
./spec/models/user_spec.rb[1:3]                   | passed  | 0.00258 seconds |
./spec/models/user_spec.rb[1:4]                   | passed  | 0.00307 seconds |
./spec/models/user_spec.rb[1:5]                   | passed  | 0.00341 seconds |
./spec/models/user_spec.rb[1:6]                   | passed  | 0.00212 seconds |
./spec/models/user_spec.rb[1:7]                   | passed  | 0.00223 seconds |
./spec/models/user_spec.rb[1:8]                   | passed  | 0.00663 seconds |
./spec/models/user_spec.rb[1:9:1]                 | passed  | 0.00184 seconds |
./spec/models/user_spec.rb[1:9:2]                 | passed  | 0.00167 seconds |
./spec/models/user_spec.rb[1:9:3]                 | passed  | 0.0021 seconds  |
./spec/models/user_spec.rb[1:10:1]                | passed  | 0.00191 seconds |
./spec/models/user_spec.rb[1:11:1]                | passed  | 0.00192 seconds |
./spec/models/user_spec.rb[1:12:1]                | passed  | 0.2027 seconds  |
./spec/models/user_spec.rb[1:12:2]                | passed  | 0.19905 seconds |
./spec/models/user_spec.rb[1:13:1]                | passed  | 0.39218 seconds |
./spec/models/user_spec.rb[1:13:2]                | passed  | 0.39416 seconds |
./spec/models/user_spec.rb[1:13:3]                | passed  | 0.00167 seconds |
./spec/models/user_spec.rb[1:13:4]                | passed  | 0.00183 seconds |
./spec/models/user_spec.rb[1:14:1]                | passed  | 0.19978 seconds |
./spec/models/user_spec.rb[1:15:1]                | passed  | 0.00158 seconds |
./spec/models/user_spec.rb[1:15:2]                | passed  | 0.00257 seconds |
./spec/models/user_spec.rb[1:15:3]                | passed  | 0.02905 seconds |
./spec/models/user_spec.rb[1:16:1]                | passed  | 0.00733 seconds |
./spec/models/user_spec.rb[1:16:2]                | passed  | 0.02157 seconds |
./spec/requests/admin/dashboard_spec.rb[1:1:1]    | passed  | 0.00982 seconds |
./spec/requests/admin/dashboard_spec.rb[1:1:2]    | passed  | 0.01113 seconds |
./spec/requests/admin/dashboard_spec.rb[1:1:3]    | passed  | 0.01733 seconds |
./spec/requests/admin/dashboard_spec.rb[1:2:1:1]  | passed  | 0.01681 seconds |
./spec/requests/admin/dashboard_spec.rb[1:2:1:2]  | passed  | 0.01548 seconds |
./spec/requests/admin/dashboard_spec.rb[1:2:1:3]  | passed  | 0.01385 seconds |
./spec/requests/admin/dashboard_spec.rb[1:2:1:4]  | passed  | 0.01413 seconds |
./spec/requests/admin/dashboard_spec.rb[1:2:1:5]  | passed  | 0.01301 seconds |
./spec/requests/admin/dashboard_spec.rb[1:2:2:1]  | passed  | 0.01205 seconds |
./spec/requests/admin/dashboard_spec.rb[1:2:3:1]  | passed  | 0.011 seconds   |
./spec/requests/admin/dashboard_spec.rb[1:3:1:1]  | passed  | 0.01752 seconds |
./spec/requests/admin/dashboard_spec.rb[1:3:1:2]  | passed  | 0.01048 seconds |
./spec/requests/admin/dashboard_spec.rb[1:3:1:3]  | passed  | 0.01293 seconds |
./spec/requests/admin/dashboard_spec.rb[1:3:2:1]  | passed  | 0.01268 seconds |
./spec/requests/admin/dashboard_spec.rb[1:4:1:1]  | passed  | 0.02371 seconds |
./spec/requests/admin/dashboard_spec.rb[1:4:1:2]  | passed  | 0.0144 seconds  |
./spec/requests/admin/dashboard_spec.rb[1:4:1:3]  | passed  | 0.01501 seconds |
./spec/requests/admin/dashboard_spec.rb[1:4:2:1]  | passed  | 0.01292 seconds |
./spec/requests/admin/dashboard_spec.rb[1:5:1:1]  | passed  | 0.01965 seconds |
./spec/requests/admin/dashboard_spec.rb[1:5:2:1]  | passed  | 0.01813 seconds |
./spec/requests/admin/dashboard_spec.rb[1:6:1:1]  | passed  | 0.0166 seconds  |
./spec/requests/admin/dashboard_spec.rb[1:6:2:1]  | passed  | 0.01405 seconds |
./spec/requests/chat_spec.rb[1:1:1]               | passed  | 0.02722 seconds |
./spec/requests/chat_spec.rb[1:1:2]               | passed  | 0.03248 seconds |
./spec/requests/chat_spec.rb[1:1:3]               | passed  | 0.02678 seconds |
./spec/requests/chat_spec.rb[1:2:1]               | passed  | 0.03776 seconds |
./spec/requests/chat_spec.rb[1:2:2]               | passed  | 0.02937 seconds |
./spec/requests/chat_spec.rb[1:2:3]               | passed  | 0.03051 seconds |
./spec/requests/chat_spec.rb[1:3:1]               | passed  | 0.02575 seconds |
./spec/requests/chat_spec.rb[1:3:2]               | passed  | 0.02815 seconds |
./spec/requests/chat_spec.rb[1:3:3]               | passed  | 0.02885 seconds |
./spec/requests/chat_spec.rb[1:4:1]               | passed  | 0.03034 seconds |
./spec/requests/chat_spec.rb[1:4:2]               | passed  | 0.02961 seconds |
./spec/requests/chat_spec.rb[1:4:3]               | passed  | 0.02682 seconds |
./spec/requests/chat_spec.rb[1:4:4]               | passed  | 0.02961 seconds |
./spec/requests/chat_spec.rb[1:5:1]               | passed  | 0.03008 seconds |
./spec/requests/chat_spec.rb[1:5:2]               | passed  | 0.03228 seconds |
./spec/requests/chat_spec.rb[1:6:1]               | passed  | 0.02601 seconds |
./spec/requests/chat_spec.rb[1:6:2]               | passed  | 0.03355 seconds |
./spec/requests/chat_spec.rb[1:6:3]               | passed  | 0.0395 seconds  |
./spec/requests/chat_spec.rb[1:7:1]               | passed  | 0.03186 seconds |
./spec/requests/chat_spec.rb[1:7:2]               | passed  | 0.02566 seconds |
./spec/requests/comments_spec.rb[1:1:1]           | passed  | 0.0145 seconds  |
./spec/requests/comments_spec.rb[1:1:2]           | passed  | 0.01952 seconds |
./spec/requests/comments_spec.rb[1:2:1]           | passed  | 0.0135 seconds  |
./spec/requests/community_posts_spec.rb[1:1:1]    | passed  | 0.01063 seconds |
./spec/requests/community_posts_spec.rb[1:1:2]    | passed  | 0.0153 seconds  |
./spec/requests/community_posts_spec.rb[1:1:3]    | passed  | 0.0123 seconds  |
./spec/requests/community_posts_spec.rb[1:1:4]    | passed  | 0.01344 seconds |
./spec/requests/community_posts_spec.rb[1:2:1]    | passed  | 0.01088 seconds |
./spec/requests/community_posts_spec.rb[1:2:2]    | passed  | 0.01012 seconds |
./spec/requests/community_posts_spec.rb[1:2:3]    | passed  | 0.0101 seconds  |
./spec/requests/community_posts_spec.rb[1:3:1]    | passed  | 0.00652 seconds |
./spec/requests/community_posts_spec.rb[1:3:2]    | passed  | 0.01239 seconds |
./spec/requests/community_posts_spec.rb[1:4:1]    | passed  | 0.00673 seconds |
./spec/requests/community_posts_spec.rb[1:4:2]    | passed  | 0.0135 seconds  |
./spec/requests/community_posts_spec.rb[1:4:3]    | passed  | 0.01529 seconds |
./spec/requests/community_posts_spec.rb[1:5:1]    | passed  | 0.00681 seconds |
./spec/requests/community_posts_spec.rb[1:5:2]    | passed  | 0.01357 seconds |
./spec/requests/community_posts_spec.rb[1:5:3]    | passed  | 0.01318 seconds |
./spec/requests/community_posts_spec.rb[1:6:1]    | passed  | 0.00676 seconds |
./spec/requests/community_posts_spec.rb[1:6:2]    | passed  | 0.01209 seconds |
./spec/requests/community_posts_spec.rb[1:6:3]    | passed  | 0.01405 seconds |
./spec/requests/community_posts_spec.rb[1:6:4]    | passed  | 0.01442 seconds |
./spec/requests/community_posts_spec.rb[1:7:1]    | passed  | 0.00847 seconds |
./spec/requests/community_posts_spec.rb[1:7:2]    | passed  | 0.01753 seconds |
./spec/requests/community_posts_spec.rb[1:7:3]    | passed  | 0.01736 seconds |
./spec/requests/community_spec.rb[1:1:1]          | passed  | 0.00717 seconds |
./spec/requests/listings_spec.rb[1:1:1]           | passed  | 0.01887 seconds |
./spec/requests/listings_spec.rb[1:1:2]           | passed  | 0.02142 seconds |
./spec/requests/listings_spec.rb[1:1:3]           | passed  | 0.04342 seconds |
./spec/requests/listings_spec.rb[1:1:4]           | passed  | 0.03173 seconds |
./spec/requests/listings_spec.rb[1:1:5]           | passed  | 0.01634 seconds |
./spec/requests/listings_spec.rb[1:2:1]           | passed  | 0.00562 seconds |
./spec/requests/listings_spec.rb[1:2:2]           | passed  | 0.0152 seconds  |
./spec/requests/listings_spec.rb[1:3:1]           | passed  | 0.02261 seconds |
./spec/requests/listings_spec.rb[1:3:2]           | passed  | 0.01878 seconds |
./spec/requests/listings_spec.rb[1:4:1]           | passed  | 0.00572 seconds |
./spec/requests/listings_spec.rb[1:4:2]           | passed  | 0.01465 seconds |
./spec/requests/listings_spec.rb[1:4:3]           | passed  | 0.01138 seconds |
./spec/requests/listings_spec.rb[1:5:1:1]         | passed  | 0.02047 seconds |
./spec/requests/listings_spec.rb[1:6:1:1]         | passed  | 0.03311 seconds |
./spec/requests/listings_spec.rb[1:6:1:2]         | passed  | 0.02745 seconds |
./spec/requests/listings_spec.rb[1:6:1:3]         | passed  | 0.05492 seconds |
./spec/requests/listings_spec.rb[1:6:1:4]         | passed  | 0.02831 seconds |
./spec/requests/listings_spec.rb[1:6:1:5]         | passed  | 0.03255 seconds |
./spec/requests/listings_spec.rb[1:6:1:6]         | passed  | 0.03784 seconds |
./spec/requests/listings_spec.rb[1:6:1:7]         | passed  | 0.09008 seconds |
./spec/requests/listings_spec.rb[1:6:1:8]         | passed  | 0.07401 seconds |
./spec/requests/listings_spec.rb[1:6:1:9]         | passed  | 0.02504 seconds |
./spec/requests/listings_spec.rb[1:6:1:10]        | passed  | 0.02892 seconds |
./spec/requests/listings_spec.rb[1:6:2:1]         | passed  | 0.03401 seconds |
./spec/requests/listings_spec.rb[1:6:3:1]         | passed  | 0.03661 seconds |
./spec/requests/login_spec.rb[1:1:1]              | passed  | 0.00277 seconds |
./spec/requests/login_spec.rb[1:2:1]              | passed  | 0.00736 seconds |
./spec/requests/login_spec.rb[1:2:2]              | passed  | 0.01423 seconds |
./spec/requests/login_spec.rb[1:2:3]              | passed  | 0.01661 seconds |
./spec/requests/login_spec.rb[1:3:1]              | passed  | 0.00122 seconds |
./spec/requests/login_spec.rb[1:4:1]              | passed  | 0.00605 seconds |
./spec/requests/login_spec.rb[1:4:2]              | passed  | 0.00814 seconds |
./spec/requests/login_spec.rb[1:4:3]              | passed  | 0.0048 seconds  |
./spec/requests/login_spec.rb[1:4:4]              | passed  | 0.00803 seconds |
./spec/requests/passwords_spec.rb[1:1:1]          | passed  | 0.00337 seconds |
./spec/requests/passwords_spec.rb[1:1:2]          | passed  | 0.00194 seconds |
./spec/requests/passwords_spec.rb[1:2:1]          | passed  | 0.2044 seconds  |
./spec/requests/passwords_spec.rb[1:2:2]          | passed  | 0.20345 seconds |
./spec/requests/passwords_spec.rb[1:2:3]          | passed  | 0.20328 seconds |
./spec/requests/passwords_spec.rb[1:3:1]          | passed  | 0.42377 seconds |
./spec/requests/passwords_spec.rb[1:3:2]          | passed  | 0.0025 seconds  |
./spec/requests/passwords_spec.rb[1:3:3]          | passed  | 0.42284 seconds |
./spec/requests/passwords_spec.rb[1:4:1]          | passed  | 0.40066 seconds |
./spec/requests/passwords_spec.rb[1:4:2]          | passed  | 0.4002 seconds  |
./spec/requests/passwords_spec.rb[1:4:3]          | passed  | 0.39775 seconds |
./spec/requests/passwords_spec.rb[1:4:4]          | passed  | 0.39608 seconds |
./spec/requests/passwords_spec.rb[1:4:5]          | passed  | 0.41637 seconds |
./spec/requests/passwords_spec.rb[1:4:6]          | passed  | 0.40447 seconds |
./spec/requests/profile_spec.rb[1:1:1]            | passed  | 0.00139 seconds |
./spec/requests/profile_spec.rb[1:1:2]            | passed  | 0.01036 seconds |
./spec/requests/profile_spec.rb[1:2:1]            | passed  | 0.00134 seconds |
./spec/requests/profile_spec.rb[1:2:2]            | passed  | 0.0078 seconds  |
./spec/requests/profile_spec.rb[1:2:3]            | passed  | 0.00827 seconds |
./spec/requests/profile_spec.rb[1:2:4]            | passed  | 0.01347 seconds |
./spec/requests/profile_spec.rb[1:3:1]            | passed  | 0.00114 seconds |
./spec/requests/profile_spec.rb[1:3:2]            | passed  | 0.00886 seconds |
./spec/requests/profile_spec.rb[1:3:3]            | passed  | 0.00861 seconds |
./spec/requests/users_spec.rb[1:1:1:1]            | passed  | 0.01075 seconds |
./spec/requests/users_spec.rb[1:1:1:2]            | passed  | 0.00956 seconds |
./spec/requests/users_spec.rb[1:1:1:3]            | passed  | 0.01434 seconds |
./spec/requests/users_spec.rb[1:1:2:1]            | passed  | 0.02381 seconds |
./spec/requests/users_spec.rb[1:1:3:1]            | passed  | 0.01198 seconds |
./spec/requests/users_spec.rb[1:2:1]              | passed  | 0.04824 seconds |
./spec/requests/users_spec.rb[1:2:2]              | passed  | 0.01092 seconds |
./spec/system/listing_show_spec.rb[1:1:1]         | pending | 0.00054 seconds |
./spec/system/listing_show_spec.rb[1:1:2]         | pending | 0.00053 seconds |
./spec/system/listing_show_spec.rb[1:1:3]         | pending | 0.00055 seconds |
./spec/system/listing_show_spec.rb[1:1:4]         | pending | 0.00058 seconds |
./spec/system/listing_show_spec.rb[1:2:1]         | pending | 0.00083 seconds |
./spec/system/listing_show_spec.rb[1:2:2]         | pending | 0.00364 seconds |
./spec/system/listing_show_spec.rb[1:2:3]         | pending | 0.00093 seconds |
